title,ingredients,directions,NER,valid ingredient count,carbon
Pick me up smoothie,"['3 cup brewed coffee of your choice', '1 1/2 cup milk', '2 tbsp sugar', '1 tsp vanilla extract', '1 banana']","['Pour all ingredients into blender and blend!', 'Add more of whatever to your liking.', ""Just render you can add but you can't take away!""]","['sugar', 'vanilla', 'coffee', 'milk', 'banana']",5,0
Bacon wrapped asparagus(real quick),"['1 bacon', '1 asparagus']","['preheat oven to 375', 'trim asparagus spears and place on baking/cookie sheet in groups of 3', 'wrap each group with a slice of bacon secure with toothpick all the way thru bake until Bacon is crisp turn occasionally.', 'serve immediately & enjoy']","['bacon', 'asparagus']",2,0
Chapped Lips Remedy,"['2 tsp sugar', '1 tsp honey']","['Mix ingredients well', 'Apply to lips for five minutes', 'Massage in paste to release dead cells', 'Rinse with warm water']","['sugar', 'honey']",2,0
Microwaved Eggs Several Ways,"['1 egg', 'butter']","['Microwave Eggs cooked in their shells will explode!', 'Even out of the shell, eggs can and may explode in the microwave because rapid heating causes a buildup of steam.', 'Always use a wooden pick or tip of a knife to break the yolk membrane of an unbeaten egg before micro-cooking to allow the steam to escape.', 'Covering cooking containers with a lid, plastic wrap, or wax paper encourages more even cooking and (if you forgot to prick the yolks) helps to confine the explosion!', 'Microwave Fried Eggs:.', 'Break and slip one (1) egg into each of two lightly-greased 10-ounce custard cups or a pie plate.', 'Gently prick yolks with tip of knife or wooden pick.', 'Cover with plastic wrap.', 'Cook on 50% power just until eggs are almost desired doneness, about 2 to 3 minutes.', 'Let stand, covered until whites are completely set and yolks begin to thicken but are not hard.', 'Microwave Hard-Cooked (Boiled) Eggs:.', 'Separate yolks and whites of eggs into two (2) lightly-greased liquid measures or small bowls.', 'Stir yolks with fork.', 'Cover each container with plastic wrap.', 'Cook separately on 50% or 30% power, stirring once or twice, allowing about 20 to 30 seconds per yolk, about 30 seconds to 1 minute per white.', 'Remove when slightly underdone.', 'Let stand, covered, about 2 minutes.', 'Cool long enough to handle comfortably, then chop or chill until ready to chop.', 'Microwave Poached Eggs:.', 'Pour 1/3 cup water into 10-ounce custard cup or small deep bowl.', 'Break and slip in two eggs.', 'Gently prick yolks with tip of knife or wooden pick.', 'Cover with plastic wrap.', 'Cook on full power about 1 1/2 to 2 minutes.', 'If necessary, let stand, covered, until whites are completely set and yolks begin to thicken but are not hard, about 1 to 2 minutes.', 'Pour off water to serve in custard cup or lift out with slotted spoon.', 'NOTE: For 4 eggs, use 2/3 cup water in 1-quart bowl or baking dish.', 'Cook 1 1/2 to 3 minutes and let stand as above.', 'Microwave Scrambled Eggs:.', 'In a 10-ounce custard cup, beat together 2 eggs, and 2 tablespoons milk with salt and pepper to taste, if desired, until blended.', 'Cook on full power, stirring once or twice, until almost set, about 1 to 1 1/2 minutes.', 'Stir.', 'If necessary, cover with plastic wrap and let stand until eggs are thickened and no visible liquid egg remains, about 1 minute.', 'NOTE: All microwave cooking times are based on a full power output of 600 to 700 watts.', 'For a lower wattage oven, allow more time.', '1 egg: 30 to 45 seconds.', '2 eggs: 1 to 1-1/2 minutes.', '4 eggs: 2-1/2 to 3 minutes.', '6 eggs: 3-1/2 to 4-1/2 minutes.', '8 eggs: 4-1/2 to 5-1/2 minutes.']","['egg', 'butter']",2,0
Kaya Jam,"['100 ml Coconut milk', '1 Egg', '50 grams Granulated sugar']","['Break the egg into a bowl and beat with a whisk.', 'Then, add the sugar and stir without letting it foam.', 'Add the coconut milk.', 'When everything is mixed together, it will look pale as shown.', 'Pour it into a pot.', 'Slowly bring it to a simmer over low heat.', 'After 7-8 minutes the coconut will become aromatic and the mixture will begin to thicken.', 'As you stir it, occasionally remove it from heat to prevent it from separating.', 'It will gradually become paste-like in consistency.', ""Once it turns yellow, it's done.""]","['coconut milk', 'egg', 'sugar']",3,0
Buffalo Eggs,"['1 slice dense sandwich bread', '1 tablespoon butter', '1 egg', 'Salt and pepper to taste']","['Use a cookie cutter or glass to cut out a 2 inch circle in the center of the slice of bread.', 'Heat a small nonstick skillet over medium heat.', 'Add 2 teaspoons butter.', 'When butter has melted and is foamy, place the slice of bread in the pan.', 'Cook for 1 minute until golden.', 'Flip the piece of bread over, drop the remaining 1 teaspoon butter in the hole, and when the butter has completely melted, crack the egg into the hole.', 'The white will run under and the yolk will sit in the hole.', 'Cook over medium heat 1 to 3 minutes until as set as desired.', 'If you wish a drier egg, you can flip the toast back over to lightly cook the top of the yolk.', 'Serve hot.', 'You can make more than one portion at a time on the flat surface of a griddle.']","['bread', 'egg', 'butter', 'salt']",4,0
Halloween Jack-o-Lantern made from Carrots,['1 Carrots'],"['First, boil 3 mm slices of a carrot.', 'Using a knife, cut them into pumpkin shapes.', 'Bend the end of a straw into a triangle.', 'I recommend using the thin straw from a juice box.', 'With the triangular-tipped straw, punch out the eyes and nose.', 'For the mouth, cut by connecting triangles in a mouth shape.', 'Here is an example of a pumpkin face.', ""They're cute as rice toppings."", 'Trying out a Halloween-themed bento.', ""Here's one covered in jack-o-lanterns."", ""Here's a Halloween-themed bento I made with a kabocha burger."", 'You can even give a normal bento a Halloween flair.', 'Make a lot and store them in the fridge!', 'They keep well in a plastic bag to use any time during the Halloween season.']",['carrots'],1,0
No Egg Whole Wheat Potica Recipe,['1 c. lowfat milk'],"['Sift flour and salt.', 'Set aside.', 'Scald lowfat milk, butter and']",['milk'],1,0
Winter Smoothie,"['12 cup orange juice', '12 cup cranberry juice', '1 banana']","['In a blender combine all ingredients; blend until combined.', 'Pour into one tall glass.']","['banana', 'orange juice', 'cranberry juice']",3,0
Cajun Baked Fish Recipe,['4 med fish fillets Cajun seasoning slices of fresh lemon'],"['Lay fish fillets on a sheet of lightly oiled foil each.', 'Top each fillet with a little Cajun seasoning mix and a few slices of fresh lemon.', 'Fold foil over to enclose, pop onto a tray and bake 180 degrees C 15- 20 mins.', 'Serve with salad & potato wedges.']",['lemon'],1,0
lime drops Recipe cyounchow,['lime'],['get lime'],['lime'],1,0
Creamy bacon pasta salad,"['200 grams of Cooke Italian twist pasta, half of lettuce finally slices, 1 c of mayonnaise, 1 / 2 c of sour cream, 1 ts spoon of pepper 20 black olives, 5 stripes of chopped bacon.']","['In mixing bowl add lettuce, bacon, mayonnaise and sour cream mix together and add cook pasta pepper and bacon stir and mixed well.', 'No need for salt the flavours come from bacon.']",['pasta'],1,0
Baked Apple Chips,"['1 whole Apple, Thinly Sliced']","['Arrange thin apple slices in a single layer on a greased or lined baking tray.', 'Place into a preheated 400F oven and immediately reduce the temperature to 170F; bake for about 2-2 1/2 hours, depending on how thick the slices are, and how crispy or chewy you like them.', 'Cool.', 'Store in an airtight container.']",['apple'],1,0
Made in 5 Minutes! Seriously Delicious Rusks,"['1 slice Sliced bread', '10 grams Butter', '1 tbsp Sugar']","['Cut the slice of bread into cubes.', 'I cut it into 36 cubes.', 'Place in a dish and microwave at 800W for 1 1/2 minutes.', 'Give it a stir and microwave for another 30 seconds.', 'Meanwhile, heat the butter in a frying pan.', 'Once the butter begins to melt, add the bread and absorb the butter.', 'Add the sugar and brown the surfaces.', 'Once slightly browned, move to a dish and enjoy.']","['bread', 'sugar', 'butter']",3,0
Tropical Yogurt Drink,"['1 whole coconut ,water and flesh', '1/2 cup yogurt,natural', '2 tbsp coconut milk', '1 tbsp sugar syrups']","['This drink use both coconut flesh ,and its cleared water ,mix with some coconut milk ,some yogurt ..make me feel fresh :),blend all until smooth :) ,for more sweet add more syrups on your preference :)']","['coconut milk', 'yogurt', 'sugar', 'coconut']",4,0
Caster Sugar,['1 Sugar'],"['Pour sugar into a blender, a food processor, or a clean coffee mill.', 'Keep in mind that this technique can scratch up the sides of a plastic container pretty bad, so you might not want to use a brand new food processor or blender.', 'A mortar and pestle would also do a fine job, though somewhat more difficult.', 'Buzz the sugar on high until fine.', 'Substitute for caster or superfine sugar in any application.']",['sugar'],1,0
Rice and Everything,['2 cups rice'],"['Attention all the busy mommies, next time when you are cooking your rice, throw everything you like inside the rice cooker.', 'Seafood, vegetable or anything you can find in your fridge.', 'Add some salt and pepper and you will get a pot of healthy and taste meal!', 'Note: Do not add additional water.', 'Keep the water level as per your usual input.']",['rice'],1,0
All I Oli (Catalan) Recipe,['10 x cloves of garlic peeled and crushed salt about a c. of extra virgin olive oil lemon'],"['Lb.', 'the garlic to a paste with a mortar; beat in oil until it thickens to a thick cream.', 'You may add in juice of 1/2 - 1 whole lemon.']",['garlic'],1,0
Mother's Yeast Rolls/Donuts/Bread Recipe,"['1 c. sugar', '1/3 c. evaporated lowfat milk', '1 tbsp. butter']","['These are very easy.', 'Anyone can make this bread.', 'Combine together: 1/4 c. very hot but not warm water 1/2 teaspoon sugar', 'Set aside.', 'Combine together: 1/4 c. shortening 1/2 teaspoon salt 1 c. scalded lowfat milk (bring to boil)', 'Cold, then add in: Yeast combination 3 1/2 c. flour', 'Let dough rise in a hot place for 1 hour or possibly till double in size.', 'Knead and cut out rolls or possibly donuts, or possibly shape into a loaf of bread.', 'Recipe makes 1 loaf.', 'Place rolls or possibly donuts on a greased cookie sheet or possibly place loaf into a greased loaf pan.', 'Let dough rise again for 30 min or possibly till double in size.', 'For rolls, bake in a 425 degree oven for 10 min.', 'For donuts, fry in vegetable oil till golden.', 'For bread, bake at 350 degrees for 30 to 40 min or possibly till loaf sounds hollow when thumped with finger tips.', 'Glaze recipe follows.']","['sugar', 'butter', 'milk']",3,0
Broccoli in Roast Chicken Drippings,"['1/4 cup roast chicken drippings', '1 head broccoli, cut into florets', '2 cloves garlic, chopped']","['After roasting a chicken, remove it from the roasting pan and place on a serving tray to rest.', 'Leave the oven on.', 'Pour off excess drippings from the roasting pan, leaving just enough to coat the broccoli.', 'Toss broccoli and garlic in the drippings until coated and place in the still hot oven.', 'Roast for 5 to 8 minutes, until tender.']","['broccoli', 'garlic', 'chicken']",3,0
Peanuts,['1/2 cup PLANTERS Honey Roasted Peanuts'],"['Serve each person a 2 Tbsp.', 'serving of crunchy peanuts.']",['honey'],1,0
Sauteed Spinach with Bacon and Eggs,"['3 bunches Boiled spinach', '2 slice Bacon', '1 Egg', '1 Butter', '1 Salt and pepper', '1/2 tbsp plus Grated cheese']","['Beat the eggs (add milk for a fluffy result).', 'Chop the spinach and bacon into bite-sizes.', 'Melt butter in a frying pan and saute the bacon.', ""When it's cooked thoroughly, add spinach and saute briskly."", 'Add salt, pepper, and grated cheese.', 'Gather the cooked ingredients to the side of the pan.', 'Pour the beaten eggs into the open space.', 'When the eggs are soft-set, mix and cook together with the spinach and bacon to finish.']","['spinach', 'bacon', 'egg', 'cheese', 'butter', 'salt']",6,0
Peanut Butter Banana Rounds,"['1 slice bread', 'peanut butter', 'banana']","['Crusts off the bread.', 'Spread with Peanut butter.', 'lay a banana on top.', 'Roll the banana up with the bread.', 'Wrap with Cling Wrap.', 'Put in fridge for an hour or two.', 'slice into rounds.', 'Serve the kidlets.']","['bread', 'banana', 'peanut butter']",3,0
Sunshine Shake,"['2 cups orange juice', '1 banana, cut into chunks', '1 egg', '1 tablespoon honey']","['Combine all ingredients in blender and blend until smooth.', 'Serve immediately.']","['honey', 'banana', 'egg', 'orange juice']",4,0
Moms Rice Pudding,"['6 cups milk', '23 cup rice', '23 cup sugar', '1 teaspoon vanilla extract']","['Combine Milk, Rice, and Sugar in large pot.', 'Cook at medium heat until milk is not yet all absorbed.', '(could take 45 minutes to 1 hour.', 'Half way through add the Vanilla.', 'Stir occasionally.', 'When almost done it may start scorching bottom of pot.', 'take off heat and pour into seperate bowls.', 'add cinnamon on top (optional).', 'refrigorate for few hours (best overnight).']","['rice', 'sugar', 'vanilla', 'milk']",4,0
Pork & Rice Skillet Dinner Recipe,"['2 pork steaks', '3/4 c. diced onion', '3/4 c. rice', '1 lg. can tomatoes']","['In 10-12 inch skillet, brown pork steaks in small amount of oil.', 'Set aside.', 'Brown rice and onion.', 'Add in tomatoes.', 'Chop into small pcs if necessary.', 'Bring to boil.', 'Add in pork steaks.', 'Cover, reduce heat, simmer for 1 hour.']","['rice', 'pork', 'onion', 'tomatoes']",4,0
Bistecca Fiorentina,['1 3/4 pounds beef cut from loin with fillet and bone steak'],"['Prepare the grill so that the charcoal is well lit and red hot without flames.', 'When the grill, slightly inclined, is very hot, put on the meat and grill it without turning and without piercing it in any way.', 'Another secret is to cook it very quickly so as to sear and seal in the meat juices.', 'After 5 to 6 minutes, turn the steak over using a spatula and season with salt and pepper.', 'At the end, the meat should be very well done on the outside.', 'It does stay tasty and tender on the inside.']",['beef'],1,0
Banana Bread Pudding,"['1 piece bread', '12 cup milk', '1 banana', '1 teaspoon sugar']","['chop bread and banana into cubes.', 'pour in milk and sugar.', 'wait for stand for 5 minutes.', 'put in oven.']","['bread', 'banana', 'sugar', 'milk']",4,0
Breakfast Smoothie,"['1 banana', '4 ounces crushed pineapple', '13 cup mango, pieces', '1 peach, peeled and diced', '1 cup skim milk']",['Mix all together in a blender until smooth.'],"['peach', 'milk', 'mango', 'banana', 'pineapple']",5,0
Sesame Curry Chicken Wings Recipe,"['1 pound chicken wings, halved']","['Preheat oven to 400 degrees.', 'Mix all sauce ingredients well in a bowl and coat wings.', 'Bake the wings for 30 min basting every 8 min.', 'Broil 3 to 4 min before serving.', '1 to 4 servings.']",['chicken'],1,0
Sauteed Broccoli,"['1 head broccoli', '3 tablespoons butter', 'Salt and pepper']","['Bring a large pot of salted water to a boil.', 'Remove the broccoli florets.', 'Trim the stalk and cut it into pieces.', 'Blanch the broccoli for 3 to 7 minutes.', 'Test to see if it is done after 3 minutes.', 'Shock broccoli in ice water when it is done.', 'Heat a skillet and add the butter.', 'Add broccoli.', 'Toss to coat and heat, then season with salt and pepper to taste.']","['butter', 'broccoli', 'salt']",3,0
Creamy Avocado Tuna Salad,"['2 avocado', '1 can tuna flakes in water', '3 tomatoes', '1 large onion', '1 black pepper to taste', '1 juice from 1 small lemon']","['Chop onions and tomatoes.', 'Drain water from tuna and mix with onion and tomatoes', 'Sprinkle with black pepper', 'Chop avocado and add to tuna mixture.', ""Don't worry about stirring too much"", 'Lightly drizzle lemon juice over the salad and top with more black pepper', 'Enjoy with warm wholewheat bread or alone!']","['tomatoes', 'black pepper', 'tuna', 'onion', 'lemon', 'avocado']",6,0
Vegetable Ribbons,"['1 zucchini', '1 carrot', '1 tablespoon olive oil']","['wash the vegetables.', 'peel the skin off of the vegetables & keep peeling them down to the core with a vegetable peeler while putting the peelings into a medium bowl.', 'add oil & mix well.', 'serve in small bowls.']","['olive oil', 'zucchini', 'carrot']",3,0
Eeeeeasy Peasy Peanut Butter Cookies,"['1 cup sugar', '1 egg', '1 cup peanut butter', '2 teaspoons vanilla extract']","['preheat oven to 350.', 'cream egg, sugar, vanilla.', 'mix in peanut butter.', 'bake for 8-10 minutes.']","['egg', 'sugar', 'vanilla', 'peanut butter']",4,0
Chocolate Butter,"['4 tablespoons butter', '1 ounce semisweet chocolate']","['Melt chocolate, set aside to cool.', 'Cream butter.', 'beat in cooled chocolate.', 'Pour into 4 small ramekins and chill until firm.', 'You may use butter molds-refrigerate for 20 minutes, then pop out and store in plastic bag.', 'Serve with warm brioche or croissants.', 'Or even better, serve with Chocolate Bread.']","['butter', 'chocolate']",2,0
Slow-Roasted Tomatoes in Olive Oil,"['60 ounces, weight Canned Diced Tomatoes, Drained', '1 cup Olive Oil Plus More As Needed', '1 teaspoon Salt', '1 teaspoon Sugar', '6 cloves Minced Garlic']","['Preheat the oven to 275 F. Arrange the tomatoes in a baking dish (I used a large oval baker but a 9x13 should be fine as well).', 'Then pour the olive oil over top.', 'Add more olive oil as needed so that just the tops of the tomatoes are exposed.', 'Sprinkle with the salt and sugar.', 'Bake for several hours (at least 6 hours, or all day), stirring every hour or so, until the tomatoes are very dark red.', 'Add more olive oil during the cooking process as needed so the tomatoes dont dry out.', 'When the tomatoes are cooked, sprinkle the raw garlic over top and cover dish with plastic wrap.', 'Let it sit for at least 20 minutes, then serve as desired.', 'Notes: 1.', 'These are great on crostini, but I love them in marinara, risotto, or just as a topping for fish or chicken.', 'Skys the limit!', '2.', 'May be made up to a week in advance and kept in the fridge.']","['sugar', 'tomatoes', 'garlic', 'olive oil', 'salt']",5,0
Classic MINUTE RICE Pudding,"['1-3/4 cups milk', '1/2 cup Minute Rice Brand Rice, uncooked', '2 Tbsp. each sugar and raisins', '1/4 tsp. salt', '1 egg', '1/4 tsp. vanilla']","['Combine milk, rice, sugar, raisins and salt in medium saucepan.', 'Bring to a boil, stirring constantly.', 'Reduce heat to medium-low; simmer, uncovered, 6 min., stirring occasionally.', 'Beat egg and vanilla with wire whisk until well blended.', 'Add a small amount of the hot milk mixture; mix well.', 'Return to saucepan; cook and stir on low heat 1 min.', '(Do not boil.)', 'Remove from heat.', 'Let stand 30 min.', 'Serve warm.', 'Store any remaining pudding in refrigerator.']","['egg', 'sugar', 'vanilla', 'milk', 'rice', 'salt']",6,0
Honey-Orange Ice,"['2 1/2 cups fresh orange juice', '1 cup honey', '1 teaspoon pure vanilla extract']","['Combine all the ingredients in a bowl.', 'Pour into a 9-by-13-inch nonreactive baking dish and freeze until firm, at least 8 hours or overnight.', 'Just before serving, scrape the ice into fine crystals using 1 or 2 forks.', 'Transfer to tall glasses and serve.']","['honey', 'orange juice', 'vanilla']",3,0
Simple Butter Sauce,"['1 cup sugar', '12 cup butter', '12 cup evaporated milk', '1 teaspoon vanilla']","['Heat ingredients in medium saucepan over medium heat, stirring constantly, until mixture comes to a boil.', 'Serve warm over individual servings of gingerbread.']","['vanilla', 'sugar', 'butter', 'milk']",4,0
Easy Microwave Koya Dofu Tastes Just Like Silken Tofu,"['1 Freeze dried tofu', '1 pinch Sugar']","['Add around 3 cm of warm water (a little warmer than bath water) to a deep container.', ""Place the tofu in the container for 2 - 3 minutes until it's reconstituted."", 'Then cut it into 16-20 cubes (leave the water in the container)', 'Dissolve a pinch of sugar in the container of water.', 'Add the tofu pieces from Step 2 and add water to cover.', 'Lightly cover with a lid and microwave at 600 W for 2 minutes 40 seconds - 3 minutes.', ""When it comes to a boil, it's done."", 'Place the tofu in a bowl and top with sauce,', 'or add to miso soup (drop gently when the soup is ready to eat) and enjoy.', 'You could also chill the tofu after Step 4 and then top it with mentsuyu and serve', 'If you add it to something salty, the liquid in the tofu will gradually seep out and will harden, so make sure you add it just before eating.']","['sugar', 'tofu']",2,0
Cheese & Apple,"['1 medium apple Safeway 1 lb For $0.99 thru 02/09', '3 slices KRAFT 2% Milk Singles']",['Enjoy an apple and cheese for your snack.'],"['apple', 'milk']",2,0
Best Peanut Butter Kisses Cookie Recipe,"['1 can Eagle Brand sweetened cond. lowfat milk', '1 c. peanut butter', '1 teaspoon vanilla']","['Blend together.', 'Blend with the peanut butter mix, form into 1-inch balls and roll in white sugar.', 'Bake at 325 degrees for 8 to 10 min, add in candy kiss immediately (press into cookie) out of oven and place to cold.', ""Cookies won't appear to be done, check the bottom of the cookie if it is slightly brown it is done, allow cookie to set overnight with the kiss on top and they will be wonderful each additional day you can keep them!""]","['peanut butter', 'vanilla', 'milk']",3,0
Baked Ziti Recipe,"['1 pound ziti pasta, cooked al dent']","['Baked ziti is comprised of three components; sauce, filling (much like a stuffed shell or possibly ravioli filling) and cooked pasta.', 'These are assembled after being prepared, then baked before serving.', 'The final result is reminiscent of lasagna, but much easier and faster to prepare.', ""It's sure to become your family's weeknight favorite!""]",['pasta'],1,0
Littlemafia's Garlic Asparagus,"['1 bunch asparagus', '1 ounce butter', '1 garlic clove', 'salt']","['Slice asparagus into 2,5 cm lenghts on the diagonal.', 'Melt butter in a frying pan.', 'Add garlic, salt and asparagus.', 'Stir fry till asparagus is tender and serve immediately.']","['garlic', 'asparagus', 'butter', 'salt']",4,0
Individual roast chicken leg quarters,['8 chicken leg quarters'],"['Season your chicken and place in pan', 'Place in preheated oven on 350.', 'Cook uncovered for 2 hours or until done and crispy.']",['chicken'],1,0
buffalo chicken dip Recipe gabacho tacos,['boiled chicken'],['see above'],['chicken'],1,0
Ladybirds Carrot Flowers,['1 carrot'],"['Wash and peel the carrot , then cut off either end of the carrot .', ""You can either do it whole or if it's easier for you ,you can cut the carrot in half first ."", 'Take the prepared carrot and carefully , using a knife , cut a line down the carrot from one end to the other , at a slight angle in ways , about 1-2mm depth , then carefully cut another line down the carrot , at an angle to meet your first cut , about 1mm from your first line cut and carefully take the strip you just cut out .', 'Turn the carrot over and repeat what you just did before but to this side of the carrot , and remove the cut out piece .', 'Turn the carrot till you get to the between your two previous cuts and proceed to cut a third line strip from the carrot , now finally turning the carrot over again to bring the final quarter of the carrot and proceed to cut a line strip piece out .', 'Once you have cut all four strips from the carrot , proceed to cut the carrot into rounds , size depending on your preference and proceed to cook to your liking or preference , i boiled mine with a teaspoon of sugar to just tender , drained and serve hot or cold , the choice is yours to how you prepare and eat them .', 'Enjoy .', ':-) .']",['carrot'],1,0
Perfect boiled egg,['1 egg'],"['Put enough water in the pan so that the egg is covered by 2 cm.', 'water.', 'Take the egg out, bring the water to boiling point and then carefully put the egg back in with the help of a large spoon, taking care not to break the shell', 'After five minutes (exactly 5!)', 'turn the heat off, pour the hot water down the sink and run the cold water tap over the egg for a few seconds.', 'This stops the cooking process from continuing.', 'Take the egg and gently tap one end on a hard surface to make little cracks.', 'Gently peel the shell of this end.', 'Then with the help of a teaspoon, ease the egg out of the shell and onto the slice of toast.']",['egg'],1,0
Vanilla Butter,"['1/2 cups Butter, Softened', '1/2 teaspoons Vanilla Extract']","['In a small bowl, stir ingredients until well blended.', 'Spread on your favorite toast, pancakes, waffles, scones, etc.']","['vanilla', 'butter']",2,0
Basic Steamed Artichoke,"['1 artichoke', '1/2 lemon']","['Snap off the stem.', 'With a stainless steel knife, slice off the top, about 1 inch from the pointed end.', 'Use scissors to cut off the tips of the outer leaves.', 'Rub all cut surfaces with lemon juice.', 'Bring water to a boil in a pot with a steamer insert.', 'Place the artichoke in the insert and cover the pot tightly.', 'Steam until the base is tender and the leaves pull out easily, about 40 minutes.', 'If serving whole, pull out the cone of leaves in the center of the artichoke.', 'Use a small spoon to scoop out the choke.', 'If using the heart only, pull away all of the leaves and then scoop out the choke.', 'You will need approximately 8 large artichokes to get the equivalent of 1 13 3/4-ounce can of artichoke hearts.']","['lemon', 'artichoke']",2,0
YummyYam Dog Snack chips,['6 each large sweet potato'],"['Wrap yams individually in plastic wrap.', 'Place in microwave oven on HIGH for 5 minutes at a time', 'Repeat until the potato is soft, but not squishy.', 'Remove from oven and remove outer skin if desired, otherwise, let cool completely.', 'Slice into discs about 1\\4"" thick', 'Lay evenly on a tray in a 140F oven or food dehydrator for 8-12 hours, or until completely dry.', 'Store in cool, dry location up to 6 months']",['sweet potato'],1,0
Juice Away .. Doctor's Secret,"['1 apple', '1 carrot', '1 celery']","['Wash all vegetables.', 'Core the apple.', 'Cut the tips off of the carrots and celery.', 'Juice Away!']","['celery', 'apple', 'carrot']",3,0
Potato Simmered in Lemon Juice For Your Obento Sweet,"['1 Japanese sweet potato', '1 to 2 tablespoons Sugar', '1 slice Lemon']","['Cut the sweet potato into 1 cm slices.', 'Throw these slices into a pot with enough water to cover them.', 'Add the sugar and lemon, and simmer on medium heat until your sweet potatoes are tender.', 'Decorative touch for o-bentos.', 'Make shallow cuts into the skin of the sweet potato slices (just deep enough to pierce through the visible section).', 'Continue to peel the rest of the slice, but skip over every other section of skin, so as to create an alternating striped pattern.']","['lemon', 'sugar', 'potato']",3,0
Sweet Potatoes,['1 medium sweet potato'],"['Scrub sweet potato clean and pierce all over with a fork.', 'Place sweet potato on a foil-lined sheet pan and bake in a 350 degree F. oven for 1 hour, turning after 30 minutes, or until tender when poked with a fork.', 'Cool sweet potato completely.', 'Peel sweet potato, cut into chunks and pass through a food mill or puree in a food processor.', 'Add tablespoons of water until desired consistency is reached.']",['sweet potato'],1,0
Coca-Cola Chicken Wings Recipe Remag1,"[""12-16 Chicken Wings 1/2 cup Mo'er [Cloud ears, Dried Tree Fungus, Dried Vegetables] 1 12oz Coca-Cola NOT DIET diet soda totally changes the flavor. 3-4 oz of Chinese cooking wine/any dry white wine 1-2 tablespoons Chinese Soy Sauce- do not use Kikkoman, it's too thin Water as needed""]","['Place wings in wok/pot and just cover with water.', 'Add soy sauce and bring to boil, lower heat to a gentle simmer.', 'Add coke and wine and let cook for about 45 minutes.', 'In the meantime, soak the moer in hot water for 45 minutes.', 'Remove from water and pick off any hard woody parts.', 'Add to wings and cook until liquid has reduced and thickened.', 'The sauce should be the consistency of pancake syrup.', 'Finger Licken Good.']",['chicken'],1,0
Simple Sweet Carrots,"['3 large carrots, cut into thick circles', '1 tablespoon butter', '12 cup apple juice']","['Melt butter in medium pan on high heat.', 'Add carrots to pan and let sit for 2 minutes, stirring occasionally.', 'Add apple juice and let reduce for about 30 seconds.', 'Cover pan, reduce heat to medium and let sit for 5 minutes.', 'Uncover pan, and continue cooking until carrots are as tender as you like (about a minute for me).', 'Serve hot.']","['butter', 'apple juice', 'carrots']",3,0
Prep-Work for Making Cheap Chicken Delicious,"['1 Chicken breast', '1 tbsp Salt']","['Sprinkle the chicken all over evenly with 1 tablespoon salt, and knead well.', 'Place into a sieve or onto a net, and let sit for 10 minutes to get rid of any excess water or foul odors.', 'Cheap chicken may have a bit of feathers and hide remaining, so make sure to remove it all.', 'Rinse off the salt in water once 10 minutes have passed.', 'Immediately wipe with a paper towel.', 'The osmotic pressure of the salt will pull out the water, so just doing this will make the color of the meat much darker, and the meat will tighten up!', ""If you sever the thick tendons, then you won't have to worry about them, and the meat wont shrink when cooked."", ""I don't like the tendons either, and it is easy to remove them here."", 'Use a knife to strip them off if they are a little difficult to remove.', ""I don't like the fat that is under the skin, so I always get rid of it if there is any."", 'You will be able to take off quite a bit of fat from under the skin.', 'You are now done with the preparations!', 'Feel free to use it in various recipes!']","['chicken', 'salt']",2,0
Dried Tomatoe Butter,"['1 1/2 dozen Dried Tomato', '250 grams butter']","['With a fork mix tomatoes into the butter until it has a marble effect.', 'Then roll it in cellephane so it looks like a round oblong shape, put in fridge', 'Slice a good thick slice and have it on your steak, or pork chpp']","['tomato', 'butter']",2,0
Gingered Vegetable Juice,"['5 carrots', '1 apple', '12 inch fresh ginger']","['Juice all ingredients in an electric juicer.', 'Can be diluted with water if desired.']","['apple', 'carrots', 'ginger']",3,0
Confit Tomato,"['1 large tomato, peeled, cored, and quartered', 'Olive oil', 'Salt and pepper, to taste']","['Place tomato fillets on sheet pan and sprinkle liberally with olive oil.', 'Season with salt and pepper.', 'Place in 250 degree oven for 1 and 1/2 hours.', 'Garnish with confit tomato and young celery leaves']","['tomato', 'olive oil', 'salt']",3,0
Many uses of a pineapple,['1 large pineapple'],"['First use of a pineapple cut top of leaving half to three quarters of an inch on stick into ground litely cover with dirt water regularly it will grow into a plant make sure you clear the dirt to where its disturbed and gives root chance to form', 'Take the yellow part of pineapple the edible part with the peeling removed cutting around the edges and bottom off set them aside', 'Slice the fruit', 'Take the peelings and bottom add water and boil at least a quart of water per pineapple after its boiled drain liquid add half liter or pint of pineapple juice and add one pound of sugar to every quart or liter add yeast and make pineapple wine in about 6 weeks', ""There is a lot to do with pineapples hope you enjoy this isn't even close to being all you can use"", 'Here is the pineapple I picked off the plant in the picture when I cut the top off I will plant it and have another pineapple plant', 'Here is a pineapple fruit coming up.', 'I three coming at once.', 'The red in the middle is the start of the fruit']",['pineapple'],1,0
Tomato And Cucumber Salad Recipe,"['Tomatoes', 'Cucumber']","['Wash tomatoes and slice not quite through to stem end.', 'Slice unpeeled cucumber very thinly and place slices in each split of tomato.', 'Make Russian dressing by combining ingredients in order listed.', 'Serve over the tomatoes.']","['tomatoes', 'cucumber']",2,0
